OrganizationId;ReviewId;ReviewerReviewsCount;ReviewDate;ReviewRateStars;ReviewTextOriginal
5;ChdDSUhNMG9nS0VJQ0FnSUMzMXNqRTRRRRAB;5380;4 bulan lalu;5;kesinii pas baru bgt openn dan pesen kopi yg bundling sm donat nyaa only 20k! so cheappp?? kopii susu nya lumayan enakk buat hot latte nyaa enakkk! donat nyaa ya lumayan cukup empukk. paling suka sm vibes nyaa karna bisa liatin kendaraan lalu lalangg …
5;ChdDSUhNMG9nS0VJQ0FnSURfOTZ2TnpnRRAB;5854;sebulan lalu;5;Kopi pagi terbaik di Jogja menurutku. Tempat dingin sepoi sepoi karna banyak pohon. Kopi enak. Sering dapet bonus roti. Hehehehe
5;ChZDSUhNMG9nS0VJQ0FnSUMzNW9ibktBEAE;98187;4 bulan lalu;4;spot ngopag adem, favorite di sini roselle nyaa karna enakk dan seger bgt apalagi whip creamnya manis wheheheeh. enaknya ngopag di sini dapet free donat tp aku kurang suka karna ada rasa kimianya gatau itu rasa apa huhu dan ga terlalu empuk buat donatnya. sekiann…
5;ChZDSUhNMG9nS0VJQ0FnSUNfb3VhdEN3EAE;25168;sebulan lalu;5;ngopi pagi beli cpcn gratis donat. ok bgt ngga sih. gas jangan ragu ngopi di sini. banyak atlet ngopag di sini jg wkwkwk
5;ChZDSUhNMG9nS0VJQ0FnSURuN2Npck93EAE;3971;5 bulan lalu;5;"TEMPAT KOPI YANG BUKA DARI PAGI!!!

Kopi murah di tengah kota dekat stadion mandala krida. Buat yang suka ngopi …"
5;ChdDSUhNMG9nS0VJQ0FnSURmM2YyeHhBRRAB;73;2 bulan lalu;4;termasuk murah buat kopi-kopian, range harga 20k-25k, buat makanan normal. minus aja gaada non smoking area jadi semua smoking area dari dalem sampe luar. keep it up!!
5;ChZDSUhNMG9nS0VJQ0FnSURubDkzOWZnEAE;4573;5 bulan lalu;5;"Kalau sekedar pingin ngopi, ngeteh, dan makan snacks aja, di sini oke sih. Kemarin pesan kopi, matcha latte, dan mix platter enak kok.
Tapi kalau ke sini, sebaiknya pakai motor aja. Karena agak susah parkir untuk mobil"
5;ChZDSUhNMG9nS0VJQ0FnSURuaWMyQ0RREAE;33;5 bulan lalu;1;kalo ngerokok di dlm ruangan bisa ga asepnya ditelen aja¿ (yg punya asma mending take away aja, kalian g aman di sini T_T)
5;ChdDSUhNMG9nS0VJQ0FnSUNEamNxZHBRRRAB;14962359;11 bulan lalu;5;Ini biasanya rameeee banget. Ternyata emang secozy itu. Rimbun banget dari luar. Tempatnya sih kecil, berAC, tapi semuanya smoking room, fyi aja. …
5;ChdDSUhNMG9nS0VJQ0FnSUNscGRucjVBRRAB;305967;9 bulan lalu;4;Kedai kopi yang sudah buka sejak jam 7 pagi dan kopinya enak. Tempatnya baru selesai direnovasi, space indoor jadi lebih luas ke belakang. …
6;ChdDSUhNMG9nS0VJQ0FnTUNnOGFtc3N3RRAB;183370;2 minggu lalu;5;super cozy buat nugaaas!! yg indoor adem, wangi, neat, simple, spacious, nyaman bgt pokoknya. Mba masnya ramah, baik dan super helpful semua. Makanan dan minuman dtgnya cepett, tanpa menunggu lama hahah, rasanya pun ya okee untuk menemani …
6;ChZDSUhNMG9nS0VJQ0FnSURfNW9tcFJnEAE;5963368;sebulan lalu;5;Wahh jarang banget cafe dengan suasana tenang, bukan brisik seperrti resto, tapi menyediakan menu makanan yang enak!! Cafe dengan makanan banyak, tapi di saka ini menu menu nyaaa enakkk!! Ganyangka sihh, sayangnyaaaa salmonnya ga ada terus …
6;ChdDSUhNMG9nS0VJQ0FnSUN2dklDUnFnRRAB;81506;3 bulan lalu;5;Win win solution bagi yang mau wfc tapi tetep butuh makan makanan berat yang proper. Pilihan menunya sangat variatif. Kopinya enak, sushi dan dessertnya enak juga. Pelayanannya cepet banget, karena jumlah staffnya lumayan banyak. Ambience …
6;ChdDSUhNMG9nS0VJQ0FnTURBbS02Q2dBRRAB;1023;3 minggu lalu;5;Makanan yang kami pesan semuanga enak, Gyoza enak penuh isi dan lembut, sashiminya BEST - gendut banget per slice dan melt in your mouth lah pokoe. Kita juga makan sushi lain fushion sushi best seller yg ada salmon dan tuna semua enak. …
6;ChZDSUhNMG9nS0VJQ0FnTUNnanNLZ1pnEAE;248436;3 minggu lalu;5;"Pertama kesini nyobain sushi dan udon, malam sekitar jam 9.
Jenis sushinya hanya tinggal sedikit varian karena sebagian besar sudah sold out (salmon, shrimp, tuna). Ennak dan memuaskan untuk range harga segini. …"
6;ChdDSUhNMG9nS0VJQ0FnSUNfMkx6Rm9RRRAB;2013;sebulan lalu;5;"Sebulan bisa dua kali ke SAKA karena memang enak dan nyaman.
Yang wajib dipesen di SAKA biasanya makanannya sushi, sashimi, udon juga enak, jangan lupa salmon skinnya enakk pol. Kalo minuman kopi the best adalah black …"
6;ChdDSUhNMG9nS0VJQ0FnSURQcHJ5Y3VRRRAB;55103;3 bulan lalu;5;2x kesini sushi time sama temen. awalnya bingung, ini tempat ngopi apa tempat makan wkwk tapi sekali coba sushinya, bikin nagih dan rasanya ga kaleng-kaleng?? worth the price, porsinya ngenyanginn?? …
6;ChdDSUhNMG9nS0VJQ0FnSURQX0k3Wl9nRRAB;2546;3 bulan lalu;5;Untuk cafe dengan menu sushi menurutku sushinya enak banget sih, overall makanannya enak semua. Tempatnya juga enak outdoor dan indoornya, cocok untuk hangout rame ataupun me-time! Menu yg kupesan paling best rainbow sushi! Seger banget
6;ChZDSUhNMG9nS0VJQ0FnSUNfMU95MEVREAE;2821;sebulan lalu;5;"Best! Makanan & minuman enak. Suasana juga mantap ????
Harganya worth it kok dengan rasanya. Rata2 yg kesini mahasiswa/karyawan. Tp cocok juga kok klo bawa keluarga buat nongkrong2 asik gitu …"
6;ChdDSUhNMG9nS0VJQ0FnTUNna3FLR19BRRAB;2619;3 minggu lalu;5;semua menu enak2, kadang sampe lama banget milih mau makan apa, saran aja sih kak kalo boleh shoyu sauce sama saos2 botolan yg di outdoor itu diambil aja ditaruh dalem, nanti kalo ada yg pesan menu baru diantarkan bareng, takutnya kontaminasi di luar ruangan gatau ada apa aja
7;ChZDSUhNMG9nS0VJQ0FnSUQzb0pQdkdnEAE;21284;3 bulan lalu;5;"First Experience and Honest Review

Mampir kesini setelah dari stasiun buat ngerjain pekerjaan. Minuman yang aku …"
7;ChZDSUhNMG9nS0VJQ0FnSURnbWVlMkZBEAE;3276599;3 bulan lalu;5;Parkir terbatas 4 mobil. Staff ramah, toilet bersih, ada taman di belakang, bangunan Belanda, musik di cafe sebelah terdengar. Koleksi kopi lengkap (enak2) dan makanan enak2. Ada coffee roastery.  Punya beberapa penghargaan. Ada colokan buat kerja, meski terbatas, ada ruangan2 kecil untuk group. Sering ke sini. Enak buat ngobrol.
7;ChZDSUhNMG9nS0VJQ0FnSURmMUtDdEJnEAE;2244;2 bulan lalu;5;"Kopi enak, makanan enak.
Tempatnya bener-bener besar, homey, tenang.
Parkir mobil juga banyak sekali."
7;ChZDSUhNMG9nS0VJQ0FnSUNfd3RLSkNnEAE;3526;sebulan lalu;2;"- Americano terlalu watery dengan harga 33k menurut aku overprice ??.
- Dengan menu2 yang harganya terbilang diatas rata2 harga umum coffeshop yogya ini gak worth it sama sekali dengan tempatnya yang gak kerawat, kumuh, panas, …"
7;ChZDSUhNMG9nS0VJQ0FnSURya2NDcGVREAE;4193752;7 bulan lalu;4;Warungnya eks rumah tua yang cukup lega. Ada tempat parkirnya. Tak begitu luas. Ada area indoor maupun outdoor. Di area indoor juga terbuka dan ada kipas angin. Semua tempat duduk menyenangkan. Apalagi di pagi hari karena masih sepi. …
7;ChdDSUhNMG9nS0VJQ0FnSURqOEp5bjZRRRAB;1701305;10 bulan lalu;5;Ngopi di rumah. Konsep yang ditawarkan cafe ini adalah suasana rumah yang bisa digunakan untuk working space ataupun nongkrong. Dari depan pun terlihat kalau ini cafenya berbentuk rumah. Jenis ruangannya yang bersekat seperti dibatasi oleh …
7;ChZDSUhNMG9nS0VJQ0FnSURHcU1TVkx3EAE;895037;2 bulan lalu;1;Cafe yang nemenin selesainya tugas-tugas akhirku, juga kalo ada bahasan kerjaan juga di sini. Tapi itu duku. Terakhir kali aku ga boleh open bill. Minta open bill malah dimintai ktp apa kartu debit. Mungkin mukak ku kayak calon maling kalik …
7;ChZDSUhNMG9nS0VJQ0FnTUNBbHZTLUN3EAE;113;sebulan lalu;3;Leci tea kebanyakan sirup rasa teh kureng ,v60 lumayan sajian dan rasa pas, makanan ala2 pakistan kureng roti agak bau sapi kari nya kebanyakan lada
7;ChdDSUhNMG9nS0VJQ0FnSUM3dnFfN3dnRRAB;180213;6 bulan lalu;5;Ter pw parah sii ini, ambience nya itu lho syahdu banget, pelayanan juga sangat ramah, cheers to the casher and waitress! Kopi juga 8.5/10, will do come again.
7;ChdDSUhNMG9nS0VJQ0FnSUNIdXY3UXZnRRAB;1941264;6 bulan lalu;5;Dari luar melihat agak skeptis, tapi pas udah masuk rupanya tempatnya nyaman dan cozy, staff juga sangat helpfull dalam membantu memilih pesanan …
8;ChdDSUhNMG9nS0VJQ0FnSUNfek5DX3ZBRRAB;109;sebulan lalu;5;"Hari ini Nyoba Vietnam Drift untuk saya,Anak saya coffe shake ... recomended
Murah dan nendang .... baristanya Ramah dan komonikatif ...."
8;ChZDSUhNMG9nS0VJQ0FnSURVNVlmZEhREAE;2956;5 tahun lalu;5;Akhirnya kesampaian juga kesini. Niru2 teman yang suka ngopi, eh jadi kecanduan. Dan kopi Arabika Gayo memang beda! Demi mendapatkan keaslian produk, saya tak perlu jauh-jauh ke Takengon lagi. Cukup geser ke Jogja sudah bisa mendapatkan …
8;ChZDSUhNMG9nS0VJQ0FnSUNJa2FMbkNREAE;4192325;6 tahun lalu;4;Nyobain Gayo Wine dan Spesialty dengan metode V60. Enak. Gayo Wine nya keluar karakternya. Sambil ditemani ngobrol oleh ownernya Kang Aceng, bercerita banyak tentang kopi Aman Kuba. Aman Kuba adalah nama mertuanya, asli Aceh yang memiliki …
8;ChZDSUhNMG9nS0VJQ0FnSUNRcGFLWFRnEAE;322672;3 tahun lalu;5;"kopinya asli.... rasa yang khas kopi gayo ada di sini...
harganya murah... bahkan kemarin saya di kasih sampel jenis wine coffee gayo, di kasih gratisss... recommended untuk para pecinta kopi..."
8;ChZDSUhNMG9nS0VJQ0FnSURTdXJIcVZBEAE;160789;2 tahun lalu;5;Kopi nya khusus kopi gayo,  banyak variannya,  longberry,  specialty,  luwak,  wine.  Snak snak buat teman kopi juga ada.  Buat yang kangen rasa kopi gayo aceh.  Bisa dicoba.
8;ChZDSUhNMG9nS0VJQ0FnSUNBNXRhNEF3EAE;86179;6 tahun lalu;5;Lokasi ngopi Single Origin Gayo di kota jogja. Lokasinua di perempatan Pojok Benteng Kulon. Sangat mudah dijangkau. Kopinya juga murah. Kalau gak mau ribet,. Datangnya dari arah selatan, ring road, perempatan dongkelan ke utara,. Posisinya persis di pojokan jalan
8;ChdDSUhNMG9nS0VJQ0FnSURpNWViMjlBRRAB;158503;4 tahun lalu;5;Original coffeenya enak, sedia macam2 kopi Aceh. Baristanya ramah.Kalo yg suka kopi susu bisa coba vietnam drip atau sanger.Kalo es kopi susunya racikannya kurang mantep. …
8;ChZDSUhNMG9nS0VJQ0FnSURnNVktZk5BEAE;51214;6 tahun lalu;5;Tempat kecil Tapi Nyaman buat nongkrong apalagi malam banyak pilihan kopi
8;ChZDSUhNMG9nS0VJQ0FnSURNeHNmaUV3EAE;1321047;5 tahun lalu;5;Mantab sekali kopinya, seperti kopi yang di NAD ?? banyak fariannya snack juga banyak pilihan.  Recommended pokoknya ?? …
8;ChZDSUhNMG9nS0VJQ0FnSUNnemY2RVlBEAE;7039;6 tahun lalu;5;Spesialis kopi gayo, asik untuk nongkrong menikmati lalu lintas sore pojok beteng, yg tdk suka kopi bisa pesan teh
9;ChdDSUhNMG9nS0VJQ0FnSUN2MHFfT293RRAB;12204799;3 bulan lalu;5;"Lokasi: Berada di seberang kampus UKDW

Interiornya: Cafe biasa …"
9;ChdDSUhNMG9nS0VJQ0FnTURnLXN6X2hBRRAB;35134;2 minggu lalu;5;eskogar sama bianca murah meriah mantapppp???? …
9;ChdDSUhNMG9nS0VJQ0FnSUMzajZ5djVnRRAB;91;4 bulan lalu;2;kopi nya lumayan, barista nya ramah, cuman kalau tempatnya pas hujan indoor nya terlalu sempit jadi desak desak an dan ada suara bising yg keras di indoor, dan terakhir kesini kehilangan helm, baristanya bilang udah sering tapi kenapa ga di info in kalo sering hilang, kopi 30rb minus helm 400 ribu
9;ChdDSUhNMG9nS0VJQ0FnSURQMVBibHNBRRAB;1;3 bulan lalu;3;untuk minumannya oke sih dengan harga 20k kopi bianca enak banget bisa lah bersaing dengan coffeeshop lain dijogja. tapi cukup aneh sih dengan SOP nya, udah beberapa kali kesitu pas pergantian shift pasti baristanya selalu nyapu dan ngepel …
9;ChZDSUhNMG9nS0VJQ0FnSUNuODRYVlBnEAE;8;5 bulan lalu;3;"Dulu ini coffeeshop terawat & bersih ambience juga enakk kopi enak juga, tapi pas balik kesini akhir"" ini kok jadi kotor bgt ya kyk ga kerawat ?? bar keliatan lumayan kotor/banyak stain, kaca berdebu, colokan pada copot semua, lantai 2 dulu …"
9;ChZDSUhNMG9nS0VJQ0FnSUNKNm9LUkJREAE;2072744;setahun lalu;5;"Coffee shop kecil di tengah kota Jogja...
Dengan banyak pilihan jenis kopi dan cara penyajiannya.
Pelayanannya baik dan ramah. …"
9;ChZDSUhNMG9nS0VJQ0FnSUNzdmVLNFN3EAE;120915474;5 tahun lalu;3;Coffeshop yang buka 24 jam di kawasan lempuyangan. Tempatnya persis di pertigaan dekat ukdw. Agak susah untuk parkir kendaraan. Tempatnya kecil minimalis, sebenarnya cukup asik dan nyaman, ada juga tempat di lantai atas dengan view jalanan, …
9;ChdDSUhNMG9nS0VJQ0FnSURCcU9EZDJnRRAB;66;2 tahun lalu;5;"Recommended sih.

Reason to go: …"
9;ChZDSUhNMG9nS0VJQ0FnSURDcGFicVVBEAE;166898;4 tahun lalu;5;"Akhirnya kesampaian

Beberapa kali sering banget ngelewatin Awor Coffee dan entah kenapa tertarik, …"
9;ChZDSUhNMG9nS0VJQ0FnSUNocmUzN2JnEAE;98285;2 tahun lalu;5;Nyari tempat kopi yang gak aneh-aneh dan udah pasti enak tinggal ke sini aja. Tempatnya emang kecil tapi tetap nyaman. Parkir motor bisa di samping aja. Kadang ada yang jaga parkir, kadang gak ada. Siap-siap aja pokoknya mah.
10;ChdDSUhNMG9nS0VJQ0FnTUNBcDlpdmhBRRAB;113;sebulan lalu;5;"tempat yang asyik dan nyaman, baik sendiri atau bersama teman, apalagi crew nya ramah (khususnya mbak rizki yg selalu standby di kasir),  menu nya pun tak kalah meriah,   senengnya lagi sekarang band nya hanya malam hari, jadi klo sore "" lagi ngumpul ma temen bikin jauuuhhh lebih nyaman ?????????? …"
10;ChdDSUhNMG9nS0VJQ0FnSURfMnVpNTZnRRAB;159628;sebulan lalu;4;"makanannya rasanya agak kurang
tapi pelayanan sangat bagus dan cepat meskipun ramai banget
toilet gak bersih ???? …"
10;ChdDSUhNMG9nS0VJQ0FnSUNQcEtpWXZ3RRAB;1511088;3 bulan lalu;5;"Kesini cuma buat nonton sam and friends ??

Tapi, secara keseluruhan saya juga puas dengan pelayanan, makanan, minuman, …"
10;ChdDSUhNMG9nS0VJQ0FnSUNfeklTZ2lRRRAB;6907387;sebulan lalu;4;"Tempat heritage pabrik cerutu, nyaman harga sangat terjangkau dan murah, harga kopi dan minuman Rp.13k-23k.
Surganya para perokok,agak kurang cocok bagu perokok karena semua area bebas …"
10;ChZDSUhNMG9nS0VJQ0FnTUNnOXJDZFJnEAE;240625;3 minggu lalu;4;"Varian menunya OK taste aga kurang
Saya pesan mendoan, harapan nya panas tp koq dingin, begitu jg cirengnya, omellette jg kurang seasoning
Semoga kedepan nya bisa lebih baik"
10;ChdDSUhNMG9nS0VJQ0FnSUNmMGV5a3hRRRAB;271513;2 bulan lalu;4;Selera masing2..... Produsen cerutu ex kumpeni yg dijadikan heritage site, tempatnya enak buat ngopi sambil menikmati cerutu lokal yg kualitasnya bagus,bagi yg suka atau mencoba tembakau produksi mereka. Apalgi waktu hujan. Makanan standar, …
10;ChdDSUhNMG9nS0VJQ0FnTURBN3ZXNzhBRRAB;1520;sebulan lalu;1;"Pelayanan Plongan Plongo,
1. kertas pesanan kecil kita order banyak jadi kita tulis di baliknya jadi admin tidak tau, akhir nya 2 (sambal matah & lada hitam) menu kita tunggu lama. dan …"
10;ChdDSUhNMG9nS0VJQ0FnSURQMUtURzlnRRAB;4223468;3 bulan lalu;4;Jika pesan di ojol, titik nya di PT Taru Martani ya. Cafe di halaman PT. Lokasi nya hanya ada open space ya jadi sumuk :( …
10;ChdDSUhNMG9nS0VJQ0FnTUNna2VyOHdnRRAB;13;3 minggu lalu;5;Siang-siang dateng kesini buat makan siangg sambil ngopi, tadinya datang dengan mood kurang bagus tp ternyata setelah dilayani dengan baik oleh mbak kasirnya dan setelah menyantap makanan/kopinya yg enak yg cocok di lidah saya membuat mood …
10;ChZDSUhNMG9nS0VJQ0FnTURBNDZYLUpnEAE;23;3 minggu lalu;3;"steak ayam rasa semur ,,mana asin buanget...harga mahal,
yg foto ada salad nya aja cuma selisih 4 rb ,uenak dan banyak (resto lain)
tapi untuk es teh nya enak"
11;ChZDSUhNMG9nS0VJQ0FnSUNQdXBhMU9nEAE;1330;3 bulan lalu;5;"Mampir pagi-pagi setelah olahraga. Ambience-nya tenang, dapet sinar matahari yang sopan, tempatnya sejuk krn ada pohonnya. And the barista was really informative & helpful. Pesan their coffee mocktail ""Gani"", rasanya unik dan seger it washed my sweats away. Would definitely come back!"
11;ChZDSUhNMG9nS0VJQ0FnSURQalkzN2RBEAE;35138;3 bulan lalu;5;First time ngopi di sini, karena sering lewat jadinya penasaran deh. Tempatnya cozy, nyaman, untuk bagian outdoornya sejuk karena di bawah pohon yang rindang. Untuk menunya ada beberapa varian minuman kopi dan untuk makanannya terbatas di donat dan pastry. Oh ya di sebelah cafe ada store produk fashion yg menarik untuk dikunjungi lho ?
11;ChdDSUhNMG9nS0VJQ0FnSURubC1DMDNBRRAB;76157;5 bulan lalu;5;Beruntung banget nemu coffee shop yg buka pagi2, habis olahraga, minum kopi yg gak mengecewakan is a bless. disini nyobain menu espresso + lemon (ku lupa namanya), kopi nya light, rasanya balance jd aman buat lambungku. Biasanya gak suka …
11;ChdDSUhNMG9nS0VJQ0FnSUNfcDVlb2hRRRAB;5681502;sebulan lalu;5;jujurly, kopinya standar saja. bukan yg spesial bgt.. tempatnya didalam terbatas. diluar bagus buat foto2 tapi klo siang panas. disini bs bayar pakai qris dan kartu
11;ChdDSUhNMG9nS0VJQ0FnSURQaF82TDh3RRAB;70245;3 bulan lalu;5;"Pas lg panas2nya iseng nyari cafe terdekat dan ketemu satu lokasi, puas bgt, tempatnya adem, kopi nya enak, matcha nya lumayan, toilet bersih dan dekat. Kalau siang/wekeend agak penuh dan rame, jd mending dateng agak pagian.
Jual beberapa merchandise juga."
11;ChZDSUhNMG9nS0VJQ0FnSUNmb3AyMFRnEAE;55185;2 bulan lalu;5;"Minuman enak, racikannya pas, tdk kemanisan dan porsi jg pas. Chocolate enak.

Pelayanan ramah, cepat, solutif dan informatif, harga worth it. …"
11;ChdDSUhNMG9nS0VJQ0FnTURRaVBtTXZRRRAB;516;2 hari lalu;5;"Kami kesini hari sabtu sebenarnya kami punya banyak planning di hari itu, entah mengapa seharian kami di disini terus karna waktu itu hujan badai. Kurang lebih 8jam kami disini
Benar benar satu lokasi sekali ???? …"
11;ChZDSUhNMG9nS0VJQ0FnSUNYcVBDcEtnEAE;139309;4 bulan lalu;5;"[Recommend]

Seru juga di buat wfc, menurutku di ruangan AC lebih cocok buat me time si. Ada …"
11;ChZDSUhNMG9nS0VJQ0FnSUNqbllPVWVREAE;26223;10 bulan lalu;5;"TLDR: Coffeeshop tenang dan gemas tempat laptopan di Jogja??????

Satu Lokasi ini suasananya tenang soalnya bukan di jalan utama. Wi-Fi-nya cepet …"
11;ChdDSUhNMG9nS0VJQ0FnSUNfNjVxZG53RRAB;98285;sebulan lalu;5;Cuma nyobain Piccolo di sini. Tapi entah kenapa kurang begitu strong buat saya. Tempatnya asik, outdoor tapi gak panas. Sejuk karena banyak pohon.
12;ChdDSUhNMG9nS0VJQ0FnSUQtMzd1SzZRRRAB;48446;2 tahun lalu;5;Salah satu Coffee shop yang terletak dipusat kota Yogyakarta. Dari luar mungkin kopi shop ini terlihat kecil, namun ketika masuk suasanya terasa lebih nyaman dan hommy. Terdapat 2 pilihan tempat, bisa indoor maupun outdoor. …
12;ChZDSUhNMG9nS0VJQ0FnSUNsNGJmb0R3EAE;2114;setahun lalu;5;Walaupun tempatnya ga terlalu luas tapi nyaman buat nugas. Buat minumannya, krn gabisa minum kopi akhirnya pesen matcha, dan kaget krn matchanya enak bangeettt???? soalnya jarang jarang nemu minuman matcha yg enak di coffee shop. …
12;ChZDSUhNMG9nS0VJQ0FnSUNLc1pueEtnEAE;54325;3 tahun lalu;5;Kafenya bisa dibilang termasuk yg social distancing yak. Semua kursi dan meja diatur biar nggak terlalu berdekatan. Ada bagian smoking dan non-smoking area sebagai pilihan pengunjung. Manteup sih …
12;ChZDSUhNMG9nS0VJQ0FnSURaeTZIN0VnEAE;7952843;setahun lalu;5;Tempat tidak terlalu luas. Tapi cukup nyaman, bersih. Colokan listrik tersedia jika ada yang butuh daya. Ada area untuk yang mau merokok, di luar. Menu bervariasi dan enak. Tempat bersebelahan dengan toko buku Togamas. Lokasi di pusat kota …
12;ChdDSUhNMG9nS0VJQ0FnSUR1bG9paTR3RRAB;44121;2 tahun lalu;5;Tempatnya bagus, cocok buat ngerjain tugas ataupun nongkrong ditempat ini. Untuk suasananya enak dan nyaman, terdapat akses WiFi dan stopkontak di dalam ruangan begitupun yang ada di luar ruangan. …
12;ChZDSUhNMG9nS0VJQ0FnSUQ1aU02QlFnEAE;93257;setahun lalu;5;"Pertama kesini

-ada pilihan indoor dan outdoor, aku pilih indoor karena pengen ngadem. …"
12;ChdDSUhNMG9nS0VJQ0FnSUREbXBlZG1nRRAB;89467;11 bulan lalu;4;Mampir disini setelah belanja di Togamas. Suasananya nyaman untuk nugas. Aku pesan hot chocolate nya, untuk pecinta minuman yang ga manis mungkin bakal cocok sih, karena taste nya tidak terlalu manis, jadi ga eneg.
12;ChZDSUhNMG9nS0VJQ0FnSUM1a3RQT0F3EAE;410;setahun lalu;5;Tempatnya kecil tapi super nyaman! Ada indoor outdoor. Untuk harganya standar yaa seperti cafe pada umumnya. Kopinya enak, wifi kenceng,  baristanya ramah?? …
12;ChdDSUhNMG9nS0VJQ0FnSUMyeDR1eHhBRRAB;1631977;2 tahun lalu;5;"M E L U K O P I
.
??Jogja …"
12;ChZDSUhNMG9nS0VJQ0FnSUNCbUlpVlhREAE;2539;2 tahun lalu;5;Tempatnya kecil, sering penuh kalo yang indoor. Menu signature nya enakk. Aku beli yg strawberry apa lupa, rasanya susu, strawberry dan creamy. Enakk. Range harga 27-30k an
13;ChdDSUhNMG9nS0VJQ0FnSUQzdTV5YW5RRRAB;34;3 bulan lalu;5;Tempatnya syahdu,asik buat nongkrong. Minuman dan makanan enak-enak. Cocok untuk tempat santai dan cari udara segar. Bakal sering-sering kesini ?? …
13;ChdDSUhNMG9nS0VJQ0FnTUNBNWFhVm9RRRAB;487146;sebulan lalu;5;Kedai Kopi di dekat Alun-alun Kidul Jogja dengan lokasi mudah untuk dijangkau. Tempat parkir tersedia untuk roda dua atau empat namun untuk roda empat ada di bahu jalan dan roda dua disediakan di samping kasir. …
13;ChZDSUhNMG9nS0VJQ0FnSUNpelotaVRREAE;3174082;4 tahun lalu;5;enjoy banget ngopi di depan rumah dengan nuansa bangunan belanda, dan pepohonan rindang. tempat yang sebenarnya tidak jauh dari pusat keramaian jogja yaitu alun-alun kidul, tapi karena tempat agak masuk gang gitu jadi tenang dan nyaman adem deh pokoknya.
13;ChZDSUhNMG9nS0VJQ0FnSUNtdnBiX2ZnEAE;126611;3 tahun lalu;4;"Tempat ngopi yang santai dengan pilihan biji kopi beragam dari berbagai daerah di Indonesia.
Menu cemilan dan makan besar tersedia dengan harga terjangkau.lokasi dekat …"
13;ChZDSUhNMG9nS0VJQ0FnSURIOGRmX1dBEAE;173717470;5 bulan lalu;5;"Kesini bareng bocil.
Seneng menikmati suasana."
13;ChdDSUhNMG9nS0VJQ0FnSURDdWFfeHdnRRAB;97248;4 tahun lalu;5;Tempatnya enak untuk bersantai di sore hari... Lumayan sepi dan cukup berjarak.. harga menu yang ada sebanding dengan rasanya... Mulai dari 10.000 hingga 25.000 untuk minumannya yang terdiri dari kopi, wedang, coklat, dll.. tersedia snack …
